rec_id,business_name,category,cuisine_type,city_metro,neighborhood,country,address,jacks_verdict,sentiment,platform,source_title,source_url,timestamp,publish_date,score_0_10,praise_strength,repeat,best_of_language,superlatives,dishes_called_out,must_order,price_mentioned,price_tier,city_cat_key,covered,notes
JDR-0338,Golden Steer Steakhouse,Steakhouse,American Steak,Las Vegas,,USA,,Bone-in Tomahawk genuinely spiced unlike any steak I've had,Positive,YouTube (Short),Trying the most famous steakhouse in Las Vegas Pt.2 📍Golden Steer #vegas #steakhouse,https://www.youtube.com/watch?v=ufqfWL9WlRo,,2024-10-01,9,High,Yes,Yes,most famous steakhouse in Las Vegas,"lobster tail, Mafia platter, bone-in Tomahawk, prime rib",bone-in Tomahawk / Mafia platter,$450 Mafia platter,$$$$,Las Vegas|Steakhouse|American Steak,Yes,Strict no-hat policy; PT.2 video
JDR-0138,Gordon Ramsay Hell's Kitchen,Restaurant,Steakhouse / British-American,Las Vegas,,USA,,"Expected to roast Gordon Ramsay's world famous Beef Wellington but it's genuinely amazing; the steak is cooked perfectly and the puff pastry warm and soft, and the sticky toffee cake (grandma's recipe) looks delicious.",Positive,YouTube (Short),"Trying Gordon Ramsay’s world famous beef Wellington 📍Hell’s Kitchen, Vegas #gordomramsay #food",https://www.youtube.com/watch?v=yYUVf2K2AuE,,2024-09-12,8,High,No,No,world famous Beef Wellington; genuinely amazing,Beef Wellington; sticky toffee cake (grandma's recipe),Beef Wellington,$74 (Beef Wellington),$$$,Las Vegas|Restaurant|Steakhouse / British-American,Yes,Small portion for $74 noted but taste won him over. Located in Las Vegas.
JDR-0221,Allegiant Stadium Owner Suite (Raiders),Activity,Stadium fine dining,Las Vegas,,USA,,Some of the nicest food I've ever seen at a stadium,Positive,YouTube (Short),This is what the brand new $12 million Raider’s suite experience is like PT.1 #vegas #vip #nfl,https://www.youtube.com/watch?v=-xSsNPPqb04,,2024-09-25,8,Medium,No,No,brand new $12 million owner suite experience,"hand-carved Tomahawk steaks, scallops, seafood towers",,$12 million suite,$$$$,Las Vegas|Activity|Stadium fine dining,Yes,"Private masquerade tailgate, players tunnel access, on-field Champions Club with chef stations"
JDR-0292,Wynn Las Vegas,Hotel,Luxury / F1 experience,Las Vegas,,United States,,Walkthrough of the $100k Wynn F1 paddock experience,Positive,YouTube (Short),This is what the $100k F1 Experience is like at the Wynn Las Vegas #f1 #vegas,https://www.youtube.com/watch?v=KSIOAwMXKb8,,2025-12-01,8,Medium,No,No,some of the best views in the city,Mazumi sushi lunch; lobster towers; $900 Japanese purebred Wagyu steak with King Crab at SW Steakhouse,,"$100,000 experience; $900 steak",$$$$,Las Vegas|Hotel|Luxury / F1 experience,Yes,"F1 paddock experience: Wynn Tower suite, Wynn grid club, dinner at SW steakhouse, Delilah John Mayer concert"
JDR-0375,Golden Steer Steakhouse,Steakhouse,Steakhouse,Las Vegas,,USA,,"The most famous steakhouse in Las Vegas and hardest reservation in town. Tableside Caesar salad amazing, football-sized Australian lobster tails packed with meat.",Positive,YouTube (Short),Trying the most famous steakhouse in Las Vegas Pt.1📍Golden Steer #vegas #steakhouse #steak #lobster,https://www.youtube.com/watch?v=qQTR0iIJm64,,2024-09-30,8,High,Yes,Yes,most famous steakhouse in Las Vegas; hardest reservation to get,tableside Caesar salad; Australian lobster tails; thick-cut prime rib,Australian lobster tail,Australian lobster tails $105 each,$$$$,Las Vegas|Steakhouse|Steakhouse,Yes,"Turns down 10,000 reservations a month; one server has made 375,000 Caesar salads over 30 years."
JDR-0137,Wynn Buffet,Buffet,American / international buffet,Las Vegas,,USA,,"Supposedly the best buffet in all of Vegas, like 25 restaurants in one with the most insane dessert section he's ever seen; the table-side crab add-on left him wondering if he got swindled.",Mixed,YouTube (Short),Is this the best buffet in Vegas? Pt.1         📍Wynn Buffet #vegas #buffet #lasvegas #wynnbuffet,https://www.youtube.com/watch?v=2vBTAYXuOqY,,2024-09-26,7,Medium,No,Yes,supposedly the best buffet in all of Vegas; the most insane dessert section I've ever seen,Table-side crab (Ultimate Buffet experience); gelato,,$175 (Ultimate Buffet experience with table-side crab),$$$,Las Vegas|Buffet|American / international buffet,Yes,FastPass line-cut available. Jack questioned value of the $175 crab add-on since there's already a crab section.
JDR-0146,Luchini,Restaurant,Italian,Las Vegas,,USA,,Billed as the best new Italian restaurant in Las Vegas.,Positive,YouTube (Short),This is the best new Italian restaurant in Las Vegas 📍Luchini #food #lasvegas #foodie #foodreview,https://www.youtube.com/watch?v=eWphKFxJM8g,,2023-12-12,7,Medium,No,Yes,best new Italian restaurant in Las Vegas (title),,,,$$$,Las Vegas|Restaurant|Italian,Yes,No transcript; details only from title/location tag. Sentiment inferred positive from 'best' framing.
JDR-0300,Dragon Tiger Noodle Co,Restaurant,Ramen / noodles,Las Vegas,,United States,,Not the best ramen ever but the most unique ramen I've ever had,Mixed,YouTube (Short),"Trying the viral Noodles on Tap 📍Dragon Tiger Noodle Co, Vegas #noodles #ramen #vegas",https://www.youtube.com/watch?v=IDf7T6_JsbU,,2024-12-11,7,Medium,No,No,the viral noodles on tap,tonkotsu broth with crispy pork belly; marinated brown eggs,tonkotsu broth with crispy pork belly,,,Las Vegas|Restaurant|Ramen / noodles,Yes,"Chipotle-style build-your-own ramen, broth on tap, induction stove per table"
JDR-0235,Yakuza,Restaurant,Japanese,Lisbon,,Portugal,,The craziest dish I've ever had,Positive,YouTube (Short),This is the craziest dish I’ve ever had 📍Yakuza Lisbon #food #japanesefood #libson,https://www.youtube.com/watch?v=ASDhORGgDK8,,2023-10-09,8,Medium,No,No,craziest dish I've ever had,,,,,Lisbon|Restaurant|Japanese,Yes,No transcript; venue and verdict from title only
JDR-0350,SEEN Lisbon,Restaurant,Rooftop / International,Lisbon,,Portugal,,Lisbon's most iconic rooftop restaurant; try the dry-aged otoro nigiri,Positive,YouTube (Short),Here’s your weekend travel itinerary for Lisbon Portugal #travel #lisbon #travelvlog,https://www.youtube.com/watch?v=MakCRPYow_s,,2023-10-17,8,Medium,No,Yes,Lisbon's most iconic rooftop restaurant,"NE martini, dry-aged otoro nigiri with caviar, cold lobster",dry-aged otoro nigiri,,,Lisbon|Restaurant|Rooftop / International,Yes,Featured as the rooftop pick within a Lisbon itinerary; at the Tivoli hotel
JDR-0149,KOB,Restaurant / steakhouse,Steakhouse,Lisbon,,Portugal,,"A steakhouse doing a 5-country, 5-steak platter.",Positive,YouTube (Short),"This steakhouse is doing a 5 country 5 steak platter 📍KOB, Lisbon #steak #foodie #shorts",https://www.youtube.com/watch?v=SnixfuWv_EI,,2023-10-10,6,Low,No,No,,5-country 5-steak platter,5-country 5-steak platter,,$$$,Lisbon|Restaurant / steakhouse|Steakhouse,Yes,No transcript; details from title/location tag only. Sentiment inferred neutral-positive.
JDR-0066,Gymkhana,Restaurant,Indian,London,Mayfair,UK,,"""Gymkhana is the truth""; every dish phenomenal, doesn't miss",Positive,YouTube (long-form),We tried the best Indian restaurant in the world (Gordon Ramsay's Favorite!),https://www.youtube.com/watch?v=gky_Wc7xV0Q,00:00,2025-08-06,10,High,Yes,Yes,one of the best Indian restaurants in the entire world; two Michelin stars; best garlic naan I've ever eaten; Gordon Ramsay's top 3 in London,Butter chicken; garlic naan; tandoori masala lamb chops; slow-roasted leg of lamb; quail kebab; laccha shrimp; venison biryani; Indian tiramisu,Butter chicken with garlic naan; slow-roasted leg of lamb,,$$$$,London|Restaurant|Indian,Yes,2 Michelin stars; hardest reservation in London. Guest How Kev Eats. Butter chicken a top-3 ever; leg of lamb a favorite; biryani least favorite
JDR-0059,Black Pig,Street Food,British / Sandwiches,London,Borough Market,UK,,"""A really, really good sandwich""; top three of the day",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,05:20,2025-07-10,9,High,Yes,Yes,"arguably one of the best sandwiches in the whole of London, if not the UK","Ciabatta slow-cooked pork with crackling, Parmesan, salsa verde/truffle mayo",Pork sandwich with truffle mayo,,$$,London|Street Food|British / Sandwiches,Yes,"Over 2,000 sandwiches a day"
JDR-0063,Ginger Pig,Street Food,British / Butcher,London,Borough Market,UK,,"""That is unbelievable""; best sausage roll, top three pick",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,12:57,2025-07-10,9,High,No,Yes,best sausage roll in the UK (per Todd),Warm sausage roll,Sausage roll (get it warm),,$$,London|Street Food|British / Butcher,Yes,Butcher shop with dry-aging room
JDR-0064,Juma Kitchen,Street Food,Iraqi,London,Borough Market,UK,,"""My favorite spot of the day""; lamb kebab insane",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,13:22,2025-07-10,9,High,Yes,Yes,best hidden gem in Borough Market; favorite spot of the day,"Mixed grill kebabs with tahina, amba (fermented mango)",Mixed grill with amba sauce,,$$,London|Street Food|Iraqi,Yes,Charcoal-grilled; amba a must
JDR-0087,Juma Kitchen,Restaurant / Market Stall,Iraqi,London,Borough Market,UK,,"A favorite hidden gem in Borough Market with no queue. Smoked charcoal-grilled kebabs are delicious, chicken is money and well seasoned, and the lamb kebab is insane with flavor that lasts.",Positive,YouTube (Short),Best kebabs in the UK?🇬🇧,https://www.youtube.com/watch?v=bYf30-_bnK0,,2025-07-25,9,High,Yes,Yes,best hidden gem in Borough Market; best kebabs in the UK,mixed grill with tahina and chili sauce; lamb kebab; chicken kebab; rice,mixed grill; lamb kebab,,,London|Restaurant / Market Stall|Iraqi,Yes,Charcoal-fired; rice with sunflower oil noted as nutty.
JDR-0210,Borough Market,Food Market,Various / Street Food,London,,UK,,Chocolate strawberries taste great; slow-roasted pork sandwich really amazing,Positive,YouTube (Short),Best food at London’s Borough market! Full video live on our channel!! #food #london #boroughmarket,https://www.youtube.com/watch?v=VwZ1Lgl7_ck,,2025-07-10,9,High,Yes,Yes,top five best foods in all of Borough Market; best sandwich in London,"chocolate-covered strawberries, 12-hour slow-roasted pork sandwich with truffle honey aioli, wild mushroom truffle risotto, jumbo oysters",slow-roasted pork sandwich,$10 chocolate strawberries,$$,London|Food Market|Various / Street Food,Yes,"Market with multiple vendors; pork sandwich shop goes through 2,000 sandwiches a day"
JDR-0269,Black Pig,Sandwich Shop,British/Sandwiches,London,Borough Market,UK,,Really amazing; there's a reason the line is massive.,Positive,YouTube (Short),"Trying supposedly the best sandwich in London 📍Black Pig, London #sandwich #london #foodie #food",https://www.youtube.com/watch?v=7u_qzSOg-4E,,2024-06-12,9,High,Yes,Yes,"best sandwich in London; 2,000 sandwiches a day",12-hour slow roasted pork sandwich with truffle honey aioli,slow roasted pork sandwich,12 GBP sandwich; 10 for chocolate strawberries,$,London|Sandwich Shop|British/Sandwiches,Yes,Located at Borough Market (mentioned in transcript).
JDR-0298,Tuna Fight Club,Restaurant,Tuna omakase / sushi,London,,United Kingdom,,One of the most insane things I've ever seen in my life,Positive,YouTube (Short),Trying the most insane dining experience in London PT.1📍Tuna Fight Club #tuna #london #sushi #food,https://www.youtube.com/watch?v=zuFcOWBIwYU,,2025-01-29,9,High,No,Yes,the most insane dining experience in the entire city,rib meat on seaweed; four cuts of tuna; Toro,Toro,,,London|Restaurant|Tuna omakase / sushi,Yes,"600 lb tuna flown from Spain, broken down live before the table; 9-course tasting"
JDR-0378,Rock & Sole Plaice,Restaurant,British (Fish & Chips),London,Covent Garden,UK,,"The most famous fish and chips in London, same recipe for 153 years. Crazy golden brown crust on the cod; tartar sauce is the most slept-on condiment.",Positive,YouTube (Short),Trying the most famous fish and chips in the UK PT.1 #london #fishandchips #fish #📍Rock & Sole,https://www.youtube.com/watch?v=qnnwfwMLd3s,,2024-06-24,9,High,No,Yes,most famous fish and chips in all of London,fried cod; chips; homemade tartar sauce,fried cod and chips,platter 16 lb (likely £16),$$,London|Restaurant|British (Fish & Chips),Yes,Same recipe 153 years; over 500 lb of cod on a busy day.
JDR-0057,Richard Haward's Oysters (Borough Market),Street Food,Seafood / Oysters,London,Borough Market,UK,,"""These oysters are incredible... This is outstanding""",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,01:47,2025-07-10,8,High,No,No,some of the largest oysters known to man,Fresh-shucked oysters with sauce bar,Oysters with the herb-vinegar sauces,,$$,London|Street Food|Seafood / Oysters,Yes,"Guests Eating with Todd, How Kev Eats"
JDR-0060,Bread Ahead Bakery,Dessert,Bakery / Dessert,London,Borough Market,UK,,"""Exactly what you would want as a sweet treat""",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,06:47,2025-07-10,8,High,No,No,,Creme brulee donut,Creme brulee donut,,$$,London|Dessert|Bakery / Dessert,Yes,Dough made fresh in window
JDR-0100,Italian Bear Chocolate,Cafe / Dessert Shop,Dessert / Chocolate,London,,UK,,"London's most viral hot chocolate, made with three types of homemade Belgian chocolate. Great on its own but a whole new ball game when you dunk the fresh Belgian waffle; the chocolate cake is 5 lb of chocolate and game over in one bite.",Positive,YouTube (Short),Trying London’s most viral hot chocolate #london #hotchocolate #dessert #chocolatecake📍Italian Bear,https://www.youtube.com/watch?v=RRiQx0cOg4Q,,2024-06-20,8,High,No,No,London's most viral hot chocolate,hot chocolate; Belgian waffle; chocolate cake,hot chocolate with Belgian waffle,,,London|Cafe / Dessert Shop|Dessert / Chocolate,Yes,Three chocolate types poured; strawberries also praised.
JDR-0142,,Restaurant,Indian,London,,UK,,"The highest rated Indian restaurant in London, which many say is the best in the world; the tandoori masala lamb chops are called the best lamb chops he's ever had, though the venison biryani was a little sweeter than expected.",Positive,YouTube (Short),"Trying the highest rated Indian restaurant in London, many say best in the world PT.2",https://www.youtube.com/watch?v=5sGFg8xZDXQ,,2024-06-18,8,High,No,Yes,highest rated Indian restaurant in London; many say best in the world; best lamb chops I've ever had,Tandoori masala lamb chops; venison biryani (tableside),Tandoori masala lamb chops,$85 (three lamb chops),$$$,London|Restaurant|Indian,Yes,"Business name not stated in title, desc, or transcript (Pt.2). Left blank per faithfulness."
JDR-0215,Noodle Inn,Restaurant,Chinese / Noodles,London,Chinatown,UK,,"This is bomb; such a good deal, huge fan of the hand-cut noodles",Positive,YouTube (Short),Trying the most viral noodles in London PT.2 📍Noodle Inn #chinatown #noodles #china #london,https://www.youtube.com/watch?v=p_qMS6iL78w,,2025-01-31,8,Medium,Yes,No,most viral noodles in London,"hand-cut noodles with beef rib, chili oil",hand-cut noodles with beef rib,18 (pounds),$,London|Restaurant|Chinese / Noodles,Yes,Chili oil great; noodles chewy like dumplings; great value vs NYC
JDR-0261,Noodle Inn,Restaurant,Chinese/Noodles,London,Chinatown,UK,,Bomb; not the best beef but such a good deal.,Positive,YouTube (Short),"Trying the most viral noodles in London📍Noodle Inn, London #noodles #london #chinatown #chinesefood",https://www.youtube.com/watch?v=0HbkI_qa0fc,,2025-01-30,8,Medium,Yes,Yes,most viral noodle shop in all of London,bang bang noodles; knife-cut noodles with beef,bang bang noodles,18 GBP for the whole thing,$,London|Restaurant|Chinese/Noodles,Yes,Hand-made fresh knife-cut noodles daily.
JDR-0308,,Dessert,Chocolate covered strawberries,London,Borough Market,United Kingdom,,It tastes great; they nail the simple things,Positive,YouTube (Short),The viral chocolate covered strawberries from London’s Borough Market! #boroughmarket #chocolate,https://www.youtube.com/watch?v=fzh6ti1--2U,,2024-06-12,8,High,No,No,viral chocolate strawberry shop,Belgian chocolate covered local English strawberries,chocolate covered strawberries,$10 each,$$,London|Dessert|Chocolate covered strawberries,Yes,Borough Market vendor; specific shop name not stated
JDR-0371,Borough Market,Market/Food Hall,Various,London,Southwark,UK,,"Best food tour of the market; jumbo oysters, famous bomba paella, and the viral creme brulee donut from Bread Ahead were all winners. London is full of bangers.",Positive,YouTube (Short),Trying the best food at Borough Market Pt.2 #london #food,https://www.youtube.com/watch?v=7OucjRzyl-g,,2025-02-12,8,High,Yes,Yes,best food at Borough Market; famous bomba paella,wild English jumbo oysters; bomba paella; creme brulee donut (Bread Ahead),bomba paella; creme brulee donut,,$$,London|Market/Food Hall|Various,Yes,"Multi-stall market but single named venue. Oyster vendor goes through 3,000 oysters a day; paella stall has a 'paella bouncer.'"
JDR-0058,Chocolate strawberry stall (Borough Market),Dessert,Dessert,London,Borough Market,UK,,"""the best chocolate over the freshest strawberries"" but basic",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,04:01,2025-07-10,7,Medium,No,Yes,most hyped item in the market; longest line in Borough Market,Chocolate-covered strawberries,Chocolate-covered strawberries,~$10,$$,London|Dessert|Dessert,Yes,Strawberries flown from Spain
JDR-0061,Bomba Paella (Borough Market),Street Food,Spanish / Paella,London,Borough Market,UK,,"""Pretty great"" but missing the crunchy edge",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,08:03,2025-07-10,7,Medium,No,No,one of the most popular items in Borough Market,Seafood paella,Seafood paella,,$$,London|Street Food|Spanish / Paella,Yes,Cooked every 10 min; misses the socarrat
JDR-0062,Mushroom risotto stall (Borough Market),Street Food,Italian / Risotto,London,Borough Market,UK,,"""They crushed it""; great earthy flavor, mushrooms a bit slimy",Positive,YouTube (long-form),I Tried the #1 Food Market In The World!,https://www.youtube.com/watch?v=kOKWA--uMFc,10:30,2025-07-10,7,Medium,No,No,loudest stall in Borough Market,Truffle mushroom risotto with Parmesan,Mushroom risotto,,$$,London|Street Food|Italian / Risotto,Yes,Free samples
JDR-0132,Pellicci's Cafe,Cafe,British (English breakfast),London,,UK,,"A fan of the entire English breakfast and the banter; the grandma's famous homemade berry pie with custard is delicious even though he doesn't like pie, but he's not a black pudding fan.",Mixed,YouTube (Short),Trying the best English breakfast in London PT.2 📍Pellicci’s Cafe #london #food,https://www.youtube.com/watch?v=ermUE51i8Rk,,2025-02-05,7,Medium,No,Yes,best English breakfast in London (title),Full English breakfast; blood/black sausage; grandma's homemade berry pie with custard,Homemade berry pie,,$$,London|Cafe|British (English breakfast),Yes,Not a fan of the black pudding; loved the pie. Title claims best English breakfast in London.
JDR-0167,Otto's,Restaurant,French,London,,UK,,Really good but overwhelming; most unique burger I've ever seen.,Mixed,YouTube (Short),Trying the viral $400 burger in London 📍Otto’s #food #burger,https://www.youtube.com/watch?v=14n4zmqt2M8,,2026-01-15,7,Medium,No,No,most unique burger I've ever seen,"$400 burger with shaved truffles, lobster claws, caviar, foie gras",the viral $400 burger,almost $400 burger,$$$$,London|Restaurant|French,Yes,Small French restaurant; chef prepares tableside with fire; prime dry-aged meat stuffed with foie gras.
JDR-0176,Pellicci's,Cafe,English Breakfast,London,,UK,,"Healthwise I'd recommend it to no one, but enjoyment wise I would.",Mixed,YouTube (Short),"Trying the highest rated English breakfast in London PT.1 📍Pollicci’s, London #london #food",https://www.youtube.com/watch?v=5x5rXA_X2hA,,2025-02-03,7,Medium,No,Yes,the most famous English breakfast in all of London; highest rated,fully loaded English breakfast; deep fried bread with beans,fully loaded breakfast,,,London|Cafe|English Breakfast,Yes,Open 125 years; run by an 85-year-old grandma who makes everything.
JDR-0183,Gymkhana,Restaurant,Indian,London,,UK,,Butter chicken is world famous but the portion is tiny for $38.,Mixed,YouTube (Short),"Trying the highest rated Indian restaurant in London, people call it the best in the world PT.1",https://www.youtube.com/watch?v=byoaMXJBUx8,,2024-06-18,7,Medium,Yes,Yes,people call it the best Indian restaurant in the world; two-Michelin-star,gol gappa (pani puri); world famous butter chicken; garlic naan,butter chicken,$38 butter chicken,$$$$,London|Restaurant|Indian,Yes,One of only two two-Michelin-star Indian restaurants; Titanic-like velvet and mahogany interior.
